team,comparison_team,euclidean_distance,attacking_territory_z_difference,attacking_territory_absolute_z_difference,pass_verticality_z_difference,pass_verticality_absolute_z_difference,pressing_intensity_z_difference,pressing_intensity_absolute_z_difference,attacking_width_z_difference,attacking_width_absolute_z_difference,counterattacking_tendency_z_difference,counterattacking_tendency_absolute_z_difference
Watford,Manchester City,4.295563,-2.631570,2.631570,2.500016,2.500016,-1.349897,1.349897,-1.611769,1.611769,-0.925529,0.925529
Watford,Manchester United,4.975477,-2.711923,2.711923,2.527640,2.527640,-1.854243,1.854243,-2.391409,2.391409,1.361918,1.361918
Watford,Newcastle United,2.017950,0.261148,0.261148,0.868198,0.868198,-0.371048,0.371048,-1.669378,1.669378,-0.570663,0.570663
Watford,Norwich City,2.858839,-0.512252,0.512252,0.357145,0.357145,0.019398,0.019398,-2.597521,2.597521,1.017602,1.017602
Watford,Southampton,2.340441,-0.914019,0.914019,0.860305,0.860305,-1.080067,1.080067,-0.835969,0.835969,-1.427137,1.427137
Watford,Stoke City,1.896476,-0.160707,0.160707,1.191799,1.191799,-0.326532,0.326532,-0.218914,0.218914,1.412750,1.412750
Watford,Sunderland,1.306721,0.693047,0.693047,-0.706397,0.706397,0.146479,0.146479,0.773239,0.773239,0.329929,0.329929
Watford,Swansea City,2.917864,-0.441943,0.441943,1.941606,1.941606,-1.141991,1.141991,-1.424860,1.424860,1.102003,1.102003
Watford,Tottenham Hotspur,4.131808,-1.617110,1.617110,1.760074,1.760074,-3.207374,3.207374,0.427586,0.427586,-0.942793,0.942793
Watford,West Bromwich Albion,1.984066,0.492164,0.492164,-0.355172,0.355172,0.154935,0.154935,-1.024158,1.024158,1.579633,1.579633
Watford,West Ham United,2.227680,-0.492164,0.492164,0.836627,0.836627,0.110419,0.110419,-1.829402,1.829402,-0.813314,0.813314
West Bromwich Albion,AFC Bournemouth,3.778894,-1.627154,1.627154,2.046185,2.046185,-2.130042,2.130042,-1.255874,1.255874,-1.153794,1.153794
West Bromwich Albion,Arsenal,4.073157,-2.671747,2.671747,2.604594,2.604594,-1.195957,1.195957,1.016477,1.016477,-0.452694,0.452694
West Bromwich Albion,Aston Villa,2.083570,-0.733224,0.733224,1.687067,1.687067,-0.268835,0.268835,-0.336692,0.336692,-0.878533,0.878533
West Bromwich Albion,Chelsea,4.320312,-2.470864,2.470864,2.367813,2.367813,-1.623955,1.623955,0.563287,0.563287,-1.999718,1.999718
West Bromwich Albion,Crystal Palace,1.917452,-0.411811,0.411811,0.445938,0.445938,-1.122593,1.122593,-0.962709,0.962709,-1.058843,1.058843
West Bromwich Albion,Everton,3.438826,-1.155078,1.155078,2.093541,2.093541,-0.567514,0.567514,0.989593,0.989593,-2.192496,2.192496
West Bromwich Albion,Leicester City,3.682257,-0.532341,0.532341,-0.372930,0.372930,-0.578954,0.578954,-0.706669,0.706669,-3.507419,3.507419
West Bromwich Albion,Liverpool,5.045090,-2.209715,2.209715,1.908062,1.908062,-3.380214,3.380214,1.255874,1.255874,-1.981495,1.981495
West Bromwich Albion,Manchester City,5.176432,-3.123734,3.123734,2.855187,2.855187,-1.504832,1.504832,-0.587611,0.587611,-2.505162,2.505162
West Bromwich Albion,Manchester United,4.952813,-3.204087,3.204087,2.882812,2.882812,-2.009178,2.009178,-1.367251,1.367251,-0.217715,0.217715
West Bromwich Albion,Newcastle United,2.620447,-0.231016,0.231016,1.223370,1.223370,-0.525982,0.525982,-0.645220,0.645220,-2.150296,2.150296
West Bromwich Albion,Norwich City,2.079896,-1.004416,1.004416,0.712317,0.712317,-0.135537,0.135537,-1.573363,1.573363,-0.562031,0.562031
West Bromwich Albion,Southampton,3.749139,-1.406183,1.406183,1.215477,1.215477,-1.235002,1.235002,0.188189,0.188189,-3.006770,3.006770
West Bromwich Albion,Stoke City,1.930657,-0.652870,0.652870,1.546971,1.546971,-0.481467,0.481467,0.805244,0.805244,-0.166883,0.166883
West Bromwich Albion,Sunderland,2.226248,0.200883,0.200883,-0.351226,0.351226,-0.008456,0.008456,1.797397,1.797397,-1.249704,1.249704
West Bromwich Albion,Swansea City,2.866785,-0.934107,0.934107,2.296778,2.296778,-1.296926,1.296926,-0.400702,0.400702,-0.477630,0.477630
West Bromwich Albion,Tottenham Hotspur,5.357109,-2.109274,2.109274,2.115246,2.115246,-3.362308,3.362308,1.451744,1.451744,-2.522426,2.522426
West Bromwich Albion,Watford,1.984066,-0.492164,0.492164,0.355172,0.355172,-0.154935,0.154935,1.024158,1.024158,-1.579633,1.579633
West Bromwich Albion,West Ham United,2.960724,-0.984328,0.984328,1.191799,1.191799,-0.044516,0.044516,-0.805244,0.805244,-2.392948,2.392948
West Ham United,AFC Bournemouth,2.689087,-0.642826,0.642826,0.854386,0.854386,-2.085527,2.085527,-0.450630,0.450630,1.239154,1.239154
West Ham United,Arsenal,3.640390,-1.687419,1.687419,1.412795,1.412795,-1.151441,1.151441,1.821721,1.821721,1.940254,1.940254
West Ham United,Aston Villa,1.694596,0.251104,0.251104,0.495267,0.495267,-0.224320,0.224320,0.468552,0.468552,1.514415,1.514415
West Ham United,Chelsea,2.848672,-1.486536,1.486536,1.176014,1.176014,-1.579439,1.579439,1.368531,1.368531,0.393230,0.393230
West Ham United,Crystal Palace,1.962388,0.572517,0.572517,-0.745861,0.745861,-1.078077,1.078077,-0.157464,0.157464,1.334104,1.334104
West Ham United,Everton,2.092234,-0.170751,0.170751,0.901742,0.901742,-0.522998,0.522998,1.794837,1.794837,0.200451,0.200451
West Ham United,Leicester City,2.046963,0.451987,0.451987,-1.564730,1.564730,-0.534438,0.534438,0.098575,0.098575,-1.114471,1.114471
West Ham United,Liverpool,4.190345,-1.225388,1.225388,0.716263,0.716263,-3.335698,3.335698,2.061118,2.061118,0.411453,0.411453
West Ham United,Manchester City,3.088106,-2.139406,2.139406,1.663388,1.663388,-1.460316,1.460316,0.217634,0.217634,-0.112214,0.112214
West Ham United,Manchester United,4.085859,-2.219760,2.219760,1.691013,1.691013,-1.964662,1.964662,-0.562007,0.562007,2.175233,2.175233
West Ham United,Newcastle United,0.940624,0.753312,0.753312,0.031571,0.031571,-0.481467,0.481467,0.160025,0.160025,0.242652,0.242652
West Ham United,Norwich City,2.044714,-0.020088,0.020088,-0.479482,0.479482,-0.091021,0.091021,-0.768119,0.768119,1.830917,1.830917
West Ham United,Southampton,1.720310,-0.421855,0.421855,0.023678,0.023678,-1.190486,1.190486,0.993433,0.993433,-0.613822,0.613822
West Ham United,Stoke City,2.824177,0.331457,0.331457,0.355172,0.355172,-0.436951,0.436951,1.610489,1.610489,2.226065,2.226065
West Ham United,Sunderland,3.444953,1.185211,1.185211,-1.543025,1.543025,0.036060,0.036060,2.602642,2.602642,1.143244,1.143244
West Ham United,Swansea City,2.573738,0.050221,0.050221,1.104979,1.104979,-1.252410,1.252410,0.404542,0.404542,1.915317,1.915317
West Ham United,Tottenham Hotspur,4.270453,-1.124946,1.124946,0.923447,0.923447,-3.317793,3.317793,2.256988,2.256988,-0.129478,0.129478
West Ham United,Watford,2.227680,0.492164,0.492164,-0.836627,0.836627,-0.110419,0.110419,1.829402,1.829402,0.813314,0.813314
West Ham United,West Bromwich Albion,2.960724,0.984328,0.984328,-1.191799,1.191799,0.044516,0.044516,0.805244,0.805244,2.392948,2.392948
